0         |7706302521|776301001|2008|4588|79110007727|Fedotova       |Larisa         |Nikolaevna         |Zaraysk       |Dedovsk       |149529|4345|214016|1997|1004991|402410|602581|Gazprombank    |4106400077406029|28810|
1         |7708618443|778601001|2016|7349|79540029488|Sidorov        |Timofey        |Maksimovich        |Dmitrov       |Fryazino      |149956|4651|211489|1998|1017642|407746|609896|Tinkoff        |4106400002074446|36523|
2         |7701619632|771601001|2000|1940|79830027849|Ilyin          |Vadim          |Ilyich             |Pushkino      |Zaraysk       |142691|4002|203762|1987|1023484|413551|609933|Alfa           |4106400049853197|35097|
3         |7707909485|777901001|2011|5718|79830027927|Vlasov         |Egor           |Nikitich           |Kubinka       |Khotkovo      |147340|4015|231264|1991|1026254|429510|596744|Citibank       |4106400009819242|45404|
4         |7700816872|770801001|2005|5041|79500014982|Fomin          |Andrey         |Evgenievich        |Zaraysk       |Kurovskoe     |142768|4974|202195|1986|1011962|428593|583369|Sberbank       |4106400084816714|34805|
5         |7707130200|777101001|2013|2071|79660021307|Potapova       |Kira           |Abramovna          |Lobnya        |Khimki        |141371|4998|225813|1999|1024468|424643|599825|Citibank       |4106400008007802|44954|
6         |7704717711|774701001|2007|3928|79920007072|Sidorova       |Anastasia      |Evgenievna         |Aprelevka     |Krasnoarmeysk |148766|4914|214716|1990|1018085|425762|592323|Tinkoff        |4106400017494223|27938|
7         |7709525844|779501001|2009|9101|79890007009|Sidorova       |Polina         |Borisovna          |Khimki        |Balashikha    |146428|4112|226969|1995|1020526|401812|618714|Sberbank       |4106400081235651|49712|
8         |7702829717|772801001|2021|4163|79030016459|Zhuravlev      |Leonid         |Petrovich          |Kolomna       |Khotkovo      |146771|4372|213415|1984|1012239|420627|591612|Sberbank       |4106400086324098|38394|
9         |7702517840|772501001|2009|8748|79330001266|Melnikova      |Ekaterina      |Ilyinichna         |Beloozersky   |Kashira       |143364|4353|221819|1982|1004874|410928|593946|Tinkoff        |4106400027464911|37649|
10        |7705831426|775801001|2003|8982|79730025705|Markova        |Ksenia         |Vitalievna         |Kurovskoe     |Zvenigorod    |148198|4865|203113|1994|1029017|409655|619362|Sberbank       |4106400006114051|48603|
11        |7702816616|772801001|2000|9006|79280025506|Ponomarev      |Alexander      |Igorevich          |Odintsovo     |Volokolamsk   |141737|4612|231631|1984|1022319|415628|606691|Raiffeisenbank |4106400010761663|28260|
12        |7706827736|776801001|2018|9006|79470021959|Isaev          |Maxim          |Igorevich          |Vidnoye       |Drezna        |140372|4261|203319|1997|1029138|403914|625224|Gazprombank    |4106400032965332|49901|
13        |7707530186|777501001|2001|5622|79630009794|Rodionov       |Nikolai        |Bogdanovich        |Volokolamsk   |Mytishchi     |144135|4368|226356|1996|1003355|405963|597392|Sberbank       |4106400017848335|26743|
14        |7703716236|773701001|2015|1177|79130015051|Sorokina       |Daria          |Konstantinovna     |Zhukovsky     |Podolsk       |149672|4345|214092|1990|1011808|429257|582551|Raiffeisenbank |4106400004898119|30425|
15        |7706920552|776901001|2005|3103|79480011814|Bykov          |Nikita         |Viktorovich        |Volokolamsk   |Balashikha    |149367|4772|206590|1995|1031566|416288|615278|Gazprombank    |4106400012213524|26473|
16        |7704605146|774601001|2018|5859|79450000984|Krylova        |Hera           |Petrovna           |Ramenskoye    |Odintsovo     |144482|4701|201868|1984|1030293|412426|617867|Raiffeisenbank |4106400004261557|32224|
17        |7701028210|771001001|2005|2973|79860014506|Voronina       |Valentina      |Dmitrievna         |Istra         |Peresvet      |145034|4385|230980|1985|1015546|421873|593673|Tinkoff        |4106400047736388|29472|
18        |7708603227|778601001|2008|1811|79970012253|Maximova       |Marina         |Glebovna           |Peresvet      |Mytishchi     |142211|4778|201027|1980|1005945|422923|583022|Sberbank       |4106400013705077|31729|
19        |7703508244|773501001|2004|7335|79850024509|Bogdanova      |Elizabeth      |Leonidovna         |Yegoryevsk    |Lyubertsy     |141081|4188|210626|1998|1026587|418325|608262|Tinkoff        |4106400029370344|27077|
20        |7705102672|775101001|2019|9643|79910022716|Trofimova      |Daria          |Evgenievna         |Vereya        |Beloozersky   |141828|4428|208972|1991|1028843|410449|618394|Citibank       |4106400008775099|26690|
21        |7704221839|774201001|2022|4562|79280024438|Soboleva       |Daria          |Dmitrievna         |Balashikha    |Korolev       |145788|4366|232151|1980|1014180|410706|603474|Tinkoff        |4106400064319289|45211|
22        |7706724956|776701001|2020|1970|79130026262|Kotov          |Andrey         |Egorovich          |Vereya        |Kurovskoe     |144390|4431|217402|1995|1018485|417335|601150|Sberbank       |4106400070728460|31152|
23        |7706116025|776101001|2014|6354|79420011805|Efremova       |Natalia        |Abramovna          |Dmitrov       |Bronnitsy     |142134|4216|210686|1996|1021952|409689|612263|Tinkoff        |4106400098280902|39854|
24        |7701422426|771401001|2018|7186|79180024861|Tikhonov       |George         |Matveevich         |Fryazino      |Zvenigorod    |146792|4362|229730|1986|1031837|410481|621356|Alfa           |4106400027447688|26779|
25        |7705511252|775501001|2013|3416|79700022842|Naumov         |Andrey         |Glebovich          |Kubinka       |Kashira       |140020|4235|222868|1981|1029397|429042|600355|Alfa           |4106400069415174|37579|
26        |7704025245|774001001|2004|9470|79740011384|Fedotova       |Oksana         |Igorevna           |Korolev       |Odintsovo     |143884|4640|221405|1993|1026775|416954|609821|Raiffeisenbank |4106400051622625|32538|
27        |7701210106|771201001|2017|9458|79340021882|Lazarev        |Vladislav      |Leonidovich        |Odintsovo     |Drezna        |145502|4119|232654|1992|1008146|413985|594161|Raiffeisenbank |4106400034330451|47332|
28        |7707622459|777601001|2003|5897|79890009054|Antonova       |Arina          |Andreevna          |Podolsk       |Beloozersky   |141565|4539|202447|1992|1006891|405340|601551|Gazprombank    |4106400085746473|31975|
29        |7702214251|772201001|2012|6041|79190020625|Chernyshev     |Gleb           |Konstantinovich    |Dedovsk       |Beloozersky   |141977|4904|228902|1996|1007917|417376|590541|Tinkoff        |4106400009424401|35974|
30        |7709030409|779001001|2005|2533|79070000632|Arkhipova      |Alexandra      |Konstantinovna     |Odintsovo     |Kurovskoe     |147751|4592|204956|1999|1017321|414365|602956|Gazprombank    |4106400008228968|34773|
31        |7701500129|771501001|2017|3596|79390027491|Bogdanova      |Daria          |Egorovna           |Zhukovsky     |Dmitrov       |145614|4455|232623|1997|1030040|431174|598866|Sberbank       |4106400045538364|34767|
32        |7704814554|774801001|2015|2813|79660002341|Naumov         |Denis          |Bogdanovich        |Golitsyno     |Domodedovo    |140975|4051|211664|1983|1021700|404272|617428|Sberbank       |4106400023165166|41922|
33        |7702118942|772101001|2011|8858|79460024598|Kiselyov       |Mikhail        |Borisovich         |Balashikha    |Podolsk       |142242|4042|204296|1997|1011228|404277|606951|Tinkoff        |4106400023558995|43515|
34        |7705323840|775301001|2010|9958|79370008753|Grishina       |Ksenia         |Igorevna           |Mytishchi     |Volokolamsk   |141227|4343|228325|1982|1027041|426294|600747|Citibank       |4106400050885822|43094|
35        |7705420167|775401001|2010|2617|79770019167|Komarova       |Anastasia      |Vitalievna         |Korolev       |Podolsk       |148015|4459|232429|1990|1022233|419553|602680|Raiffeisenbank |4106400050226402|28234|
36        |7708110266|778101001|2022|9488|79620025385|Isaev          |Vitaly         |Andreevich         |Zvenigorod    |Krasnoarmeysk |142034|4235|215089|1989|1006535|420482|586053|VTB            |4106400049102635|43795|
37        |7707812264|777801001|2016|1758|79560026020|Nazarova       |Evgenia        |Olegovna           |Istra         |Peresvet      |144417|4629|206993|1998|1018581|421584|596997|Citibank       |4106400043020153|26056|
38        |7707730838|777701001|2013|8193|79490019274|Sobolev        |Gleb           |Yaroslavovich      |Kubinka       |Vereya        |146062|4994|220061|1980|1005621|410896|594725|Sberbank       |4106400014836825|30187|
39        |7708104832|778101001|2014|6158|79360021961|Gerasimov      |Alexander      |Artemievich        |Korolev       |Noginsk       |144069|4457|230989|1992|1018730|432677|586053|Alfa           |4106400011127800|26894|
40        |7704102614|774101001|2018|6131|79060029501|Sidorova       |Kira           |Borisovna          |Pushkino      |Krasnoarmeysk |142433|4477|200945|1985|1015228|404975|610253|VTB            |4106400082918416|44427|
41        |7706221883|776201001|2018|4244|79410000202|Polyakov       |Roman          |Dmitrievich        |Khotkovo      |Pushkino      |148843|4990|210497|1989|1025970|416337|609633|Raiffeisenbank |4106400025873420|36780|
42        |7705719438|775701001|2016|2151|79100025892|Potapov        |Sergey         |Nikolaevich        |Fryazino      |Yegoryevsk    |140622|4466|204767|1999|1022267|429848|592419|Alfa           |4106400020952835|34666|
43        |7704730506|774701001|2018|5685|79250001897|Medvedev       |Ilya           |Semenovich         |Yegoryevsk    |Lyubertsy     |143879|4160|205820|1984|1027320|418685|608635|Citibank       |4106400081022668|26467|
44        |7705223359|775201001|2001|3854|79610010397|Arkhipova      |Evgenia        |Evgenievna         |Vidnoye       |Istra         |147240|4420|201239|1982|1008782|400097|608685|Sberbank       |4106400039507012|32704|
45        |7708427091|778401001|2002|6616|79810022674|Fedotov        |Leonid         |Maksimovich        |Beloozersky   |Pushkino      |147067|4319|201803|1998|1001828|428755|573073|Tinkoff        |4106400047673378|34440|
46        |7708025815|778001001|2013|6997|79590016584|Goncharova     |Inga           |Georgievna         |Krasnogorsk   |Vereya        |141554|4210|228601|1997|1012997|419338|593659|Alfa           |4106400098922804|36330|
47        |7701931831|771901001|2004|5739|79260005203|Fomin          |Alexander      |Glebovich          |Domodedovo    |Bronnitsy     |144858|4081|207799|1982|1022291|418279|604012|Gazprombank    |4106400095283573|45219|
48        |7703104505|773101001|2001|8534|79230031352|Ponomarev      |Maxim          |Konstantinovich    |Krasnoarmeysk |Kashira       |149103|4391|225491|1982|1004363|416158|588205|Citibank       |4106400039674760|29172|
49        |7708503900|778501001|2022|1024|79380001139|Fedotov        |Ilya           |Andreevich         |Krasnogorsk   |Volokolamsk   |147559|4107|216418|1994|1030173|404463|625710|Citibank       |4106400058710678|31756|
50        |7705611718|775601001|2017|1978|79020001808|Kovaleva       |Ekaterina      |Vasilyevna         |Noginsk       |Lobnya        |148964|4733|219044|1985|1017724|424987|592737|VTB            |4106400032305311|28721|
51        |7704520537|774501001|2006|9954|79270004997|Klimov         |Sergey         |Vitalievich        |Domodedovo    |Reutov        |144051|4867|208188|1982|1001211|406673|594538|Citibank       |4106400076845900|29344|
52        |7707808244|777801001|2005|4669|79380003263|Titov          |Efim           |Vasilyevich        |Aprelevka     |Vereya        |149081|4743|228569|1990|1007005|402839|604166|Citibank       |4106400065282969|47147|
53        |7708125503|778101001|2008|2234|79560013460|Matveev        |Vladislav      |Vasilyevich        |Mytishchi     |Korolev       |147475|4084|207048|1981|1005313|401773|603540|Sberbank       |4106400080676821|32624|
54        |7707526357|777501001|2010|7702|79510007957|Kazakova       |Maria          |Vasilyevna         |Krasnoarmeysk |Krasnoarmeysk |147310|4503|228484|1981|1004987|402663|602324|Gazprombank    |4106400089052319|29902|
55        |7700115053|770101001|2003|2399|79710027836|Denisova       |Anastasia      |Evgenievna         |Ramenskoye    |Kubinka       |142860|4636|225265|1982|1002351|417457|584894|Citibank       |4106400033668381|29496|
56        |7700829703|770801001|2020|6679|79800002861|Leonova        |Veronica       |Vasilyevna         |Dedovsk       |Zvenigorod    |141245|4967|209914|1997|1009738|408559|601179|Gazprombank    |4106400013645430|42093|
